ID,Target,text_length,length_bin,fold
7sajZ21mmHA6IBbG,arrest sue declare impleade imprison cause to be condemned and,62,2,1
BlnVS9GQLMsLK6hN,hundred three score and Tenne acres of Land & is furnished wth such,67,3,4
eQQ3IQx58TBpuia3,right title & interest wch within this bill of Sale wch,55,1,4
hSFPDAAww1IBHWvh,Stevens To have and to hould to the said Edward Harrison and Edward Broome,74,4,2
Xf53GrwovECETF4H,M.^ties Raigne made between the Said Thomas Rous of the,55,1,4
mg6tupUAvgmn6H9B,"und^r her and his heyres onely , In Wittnes where",49,0,3
YpoQ37N3votJffau,for and in consideracon of the value of Thirty and nine thousand,64,2,1
U7aZFNSmheajM4hH,To all Xpian people to whome theise presents shall come greeting Know yee,73,3,3
Lu1RYgcamUXbD1Wz,more especially for and in Consideration of the Sume of one hundred,67,3,0
riOtNIfGPkL8LjkQ,and Stephens Gibbs a certaine pcell of land conteyninge twentye acres of standinge ground,89,4,3
AxPtnzjEgIPCt519,& secured to be pd whereof & wherewth I doe acknowledge myself fully -,70,3,1
h6K4p3CNd3kkPV5M,Likewise I doe freely and absolutely give unto my sonne,55,1,0
PiLIRZm3itST5H6i,accordinge to the tenor and purport of two bills beareinge date of these presents,81,4,0
Y1oYwoioBBfGwcEz,doe belong and apperteyne unto them and for sundry other pposes in,66,3,4
YmlajOc1YpkzuaKE,this 28^th December 1658 psonlly appeared before me Nathaniell Thornton,71,3,0
ZVVp7BnjglnrCAq3,exers admistrs and assignes to the onely sole proper use benefitt and behoofe,77,4,4
JDOK60RkT379FsR1,on the Land of Richard Bristoe Westwards on a small foote,57,1,0
b0h4Wr6FAqXjFG0Z,but more especially for the somme of vallue of foure hundred and,64,2,1
PM9Cego1hxZWSAZH,the p heard and made oath that the within,41,0,0
fw7lp5IzCyEmIXQl,63 by these prsents demise grant Lett and to Farme sett all that our,68,3,0
zAUguBuQqx9jR7Ee,hereunto annexed is expressed with all other profitts commodities privilidges and advantages,92,4,3
9yvlFSFx7ZHrZfUB,land of Edward Harrison and his parties Together with the particulars here under expressed,90,4,3
mWwqCOfSw3q3np7O,"&r Casin and by the Letters Patents or Comission,",49,0,1
2KulvEqEEErpCOkf,"sustamed, for or by Reason of the said Stormed, Gusts, and Seas",63,2,3
0DTMbt1OZQMK9fv5,said terme of eight yeares to fall cutt downe and,49,0,3
LduUDhK7VfWP7HOK,up as aforesd & the sd three cases of ye said English Speritts,62,2,2
VAD5q7U25gBBimRK,and every of their appurtenances unto ye said Wm,48,0,2
9eddjquHX2THRWBr,Articles of agreement indented made and agreed,46,0,3
tM5D6cpTucAFuDGN,Island M^r Joseph Cock Comander of the Kelch Susan and Mary of,62,2,2
6kksOgFvzeyGc5Mv,sd W^m Greenaway be it one thousand pounds of,45,0,4
UL4uKVDSEkTSgyJH,4 Steeres ~ Paid Carpenters -7500 Tobaccoe pd Lawyers 3200 Tobacco,66,3,0
9l5hSlqsDQ7eOD7r,and in my name and stead of all or any such persons or person within the Island,79,4,4
nSVUT4xQGwlpOIz7,either in his owne name or in the name of me the said John Johnstown,68,3,4
rMNmYemAFwO4Fk31,"and timber trees woods and und.^r woods, with all other the -",61,2,4
T74IZPeQ36gvNsJ7,soe much goods as soe many negroes as the sd Farmer should put,62,2,1
GN5yRY49nn0EA5Vf,The condicon of the above written obligacon is such that if the ~,65,2,4
SKkYSrPZ4uSb7ue3,Lawfully Claimeing or Shall or may heareafter,45,0,3
9CvovHkThbE7kJHR,person or persons whatsoever justlye clameinge or prtendinge any,64,2,3
1S9BAdOg3Xr1UUr5,personally appeared in the Secretarys office of this Island of Barbados,71,3,2
ihad1Xoim0zxRO8P,^word seaven in the second line interlined was interlined before the Levry and Seizin,85,4,4
ebtj2FXVLEqNmwr1,parte whereof ye New house now stands with all,46,0,4
zaba5estdPQSD7zj,Coming with his said Ketch to this Island to the time of this,61,2,0
xgILw0jaiHsxXFAv,the said fower acres & halfe of land & every pt & pcell thereof w^th all the ~,78,4,1
9fUvdTrpraXfalzP,"Memorandums or Direction to Regulate himselfe by, he hath",57,1,1
2S5gUysMmTj3H4KY,inlaw and to produce witnesses and proofes to ptest oppose desyre and heave,75,4,4
LwYAWfEBQ6xvJMkj,Then this Bill of Sale to bee holde and of none Effectt; or elf,63,2,1
BEmuQt3NatCL0WI8,hold and possess the said prebargained premises and every of them -,67,3,2
LeHp1iS2EbcdrzAB,"or any pte or pcell thereof except before excepted, onely or any",64,2,3
hKfKA9LKmnxpRcnO,Baldwin Senior of ye Island of Barbados Gents:,46,0,2
NB4HmJSixjx3sncN,Be it Remembred that upon y:^e 21 May 1694 -,44,0,1
HuHf4M1n9k8O1rTj,Samuell Richardson his said heires and assignes pay and discharge to the,72,3,0
fcyUXAVcVQYdl3y5,"is Limitted , Expressed , and declared and to none other use intent",67,3,1
89P7zcSPms2WZGNF,"had made, Comitted or Done by us or either of",45,0,2
yvdq90qlCeF7mNzl,Suffer no quietly to receive that moyety of the Customs due to the Lord Francis,79,4,1
H7apSyvEOSFqUs0M,their & every of yr: heires Ex^rs & Adm^rs & ye & every of yr: lands,68,3,3
J5KfNh4GYWEscu03,and every part and percell thereof to the said Capt:,52,1,4
CKB6GJz8mOQfk59Y,his Executo^rs: administrato^rs: or assignes from the day of the date of these,78,4,0
sT9Md8X0lOFCam2Q,executors or assignes shall furnish the said Sev^t Terrill w^th s lustie sound and,82,4,3
RnBNbzS6guTYSwcQ,further binde himselfe his heyres Adm:^es and Assignes in the sum,65,2,0
yuGDloAptWehcqI2,before the expiration of the demise that then the said John Leslye,66,3,1
DZmrW3qZ3vHPbQeN,Sandiford one of the wittnesses to the about written Deede & made,65,2,2
q6zjgF4yqQm7sM3m,given by the said Francis Hickman to M^r.,41,0,4
mRU6i096dnfQaBzz,the day abovesaid repaire abord the said shipp,46,0,4
wh4zzfKbF4zqtr5M,to giue grant bargaine and Sell the Same vnto the ~~,52,1,1
KKcKYEcduf8tawWs,account of the said Sanford Griffith and Coupie on or about ye twenty nine,74,4,1
WYYOoWYNXmpGmUmH,Said Henry Mosely doe hereby Confesse & Acknow,46,0,0
i3TzlY3xODTOa3Oe,10th of Jul: To all Christian People to whome this prnt wrighting shall come ~,78,4,4
M2tYuBGVbtrDmgqP,other attorneys with like or limited power promisinge to hould for firme,72,3,2
Rz2FDwjEXaChj4CK,"other the ~Barbados~ Lands of the Thomas Grigson, with one Cra",62,2,2
XjXPcxrzrDPZ6vt1,that Hugh Bankroft of this Island plant^r for a valluable consideracon,70,3,2
syVe0NKvUpKrA4YF,said plantacon as is sett in a schedule hereunto annexed for ye,63,2,3
zWgUa9oCUAnWkLsa,"and Deed, Given and or my hand the 14th of October 1684",55,1,0
OgKEf6IPNVRaheld,"given granted , bargained , and ,Sold and doe by these",54,1,1
gSXt2RMZhYKYcwIB,3^0 die 7 Bis Dorcas Homested in the Island of of Trinidado do make this my last will & Testament,97,4,0
2JudIfOqm6l1lTKG,assignes from ye day of ye date hereof for ever,47,0,4
7RjZGxVckf448wuU,said Thomas Clarke and John Weale theire heires Executors,57,1,0
IMJvEoKbI5o17RTv,Entred ye of forty thousand pounds of Muscovado suger unto mee my,65,2,1
uxKzFbF0hBWN1qqJ,appeared before mee and made oath on the Holy Evangelists that hee,66,3,2
Xhf29bJraRpNbVKl,where with he acknowledgeth himselfe fully satisfied,52,1,2
JscFzFGLUN7R503F,"this obliga""con is such that if the above bargained Robert Yeamans his heires",77,4,3
s28IDBKUKXHqk9yD,ever without the lett molestacon trouble or deniall of me the said Thomas,73,3,4
nzB2pspNZkvkMuLy,long after as they shall think fitting & convenient in manner & forme,69,3,1
NWyuJVscjSKpDAqu,in the Consideracon of the two thirds received of the,53,1,4
FEz35iQHIZ9nA7pB,Robert Downeman & William Sheppard of the Island of Barbados,60,2,0
bOI6uZuHCjnvFGsW,"Ann Johnston by the grace of God of England, Scotland, ffrance",62,2,2
zQSrZsP0fXhgQTNF,land unto Edward Lake Eldest sonne of the sd Mr Lake & there was,64,2,1
woAgiCzLGCzlX3kY,Legard her heires Executors Administrators or Assignes to w^ch,62,2,3
WL4KziGK98paXPlJ,people that upon the eightienth day of Septem,45,0,1
sZQ7QjtkQ4xnAMbL,Island Planter his heires executors and administrators the just,63,2,2
toObHFUJa1SnCHl7,Appearer in Chooseing Arbitratrs to adjust the differences,58,1,0
S6yTsKDfNACRbAR4,John Woodmansey of New England Merchant signe and deliver the,61,2,1
jmVKhLTfIqzv7x3d,"for Ever, without, lett, hindrance, Molestation o",49,0,2
3xcJOXyKiQ1iD283,"presents is thereof Lawfully, Surely, and Solely and",52,1,1
aEtfO1mvKORAAvpp,Paying therefore yearly and Every yeare Dureing the Last,56,1,4
wzfJXuFNdztSDF2P,paid unto Adam Morgan of the same Island Gent his heires exers or assignes,74,4,4
woV3tAY4vxqLsD2h,of the Island aforesaid gentleman sendeth greeting in Our Lord God Everlasting Knowe,84,4,2
OHnq7mr0KnApuBHd,"the S:^d Martha Westwood, doth hereby respectively, -",53,1,0
7D0RFhoTnm830Yrs,"rentes as is or shall hereafter come due to the church, and the Right Hon^ble",77,4,2
dGNYoOwfTS34omVW,meaning of these presents and the sayd parlys to the,52,1,0
6I0TMTkE9dURrDlm,or more friends indifferently thosen between the aforesaid ~Richard ~ ^John Bayley,82,4,4
XUA0j3jLtKmJfCpu,myne heires Exec^rs & ad^rs doe by theis prsents coveniet: pmise & grt.,71,3,0
o5CqFzDTDx4nDiA9,of ye planatation of ward Duffe & abuteing on ye mile & quarter house,69,3,1
GhoijlwDxbqeikAz,and Ann my wife sendeth greeing in our Lord,43,0,4
k0DWB7p2ol2J4n43,belonging unto any pson or psons within this Island that have not,65,2,3
BTbk77u5yXroUqQE,all w^tsoever my said attorney shall doe inthe premisses by vertue of these,75,4,4
KifBtcdzKVUWH70X,or else to stand remaine & be in full power force strength the &,64,2,3
utGWhpJzyXyTEwt1,and sell unto Henry Hilton W^m Pacey and John Slotter their heires exers,72,3,3
MpDLqM2NKu23k7lu,of fourteene thousand pounds of good & mchantable well,54,1,4
wJxLo0wGdSn8QV7O,"Def^t,, Def^t,, & the p^tt,, to pay charges",43,0,3
WHjio81dPB54siVe,at any time heretofore made had comitted or done or suffered,60,2,0
9Vg8WnOnqQfkplJe,Island planter the full and just quantity of one thousand two hundred and thirty pounds of the,94,4,0
SqmwXVUhg5diyNnK,"Know yee that wee the said adam payne, and my wife for divers good causes",73,3,2
0pTrAB9K1tq6FYnS,my hand and seale the 27^th November Ano: Domi 1641,51,1,2
xwp4hCvuZaqz1gBh,"Doth give, grant, bargaine, Sell, aliene, Enffeof",49,0,0
yFRbgVWfzCGhhZB7,This eight day of august (1684) George menconed in the deed on the other side -,79,4,0
xAB86eNAZzUDRyYa,"and assignes by these presents, That hee the Said Thomas:",57,1,4
TtFzl8vV3RmMxcXg,To all Christian People to whom this present wrighting,54,1,3
OfLougfEQ57tw1wu,Know all men by theis pnts yt I George Bearnes of ye Island,59,2,4
F3keWFupvrdGoJPy,and assignes or any one of them or either of them assignes to reenter upon the said,83,4,3
Ym52Rv7MP6B1iCHp,after Expressed Have Demised granted and to far,47,0,0
hhyzgi6lchNUcCiU,Barbados- 16th December 1644 - Knowe all men by these prsents that I,68,3,1
RG5s0f4GlIO78Aur,and Adm: Strato^rs: dureinge the terme aforsaide,48,0,1
WQDQfvJci37NaVKb,and ye sd Geo Soley his heires executors adm^rs & assignes that he the,70,3,3
Yq54XCcVRGgagrHS,into his Possesion the sd horses together w^th the Body of y^e sd,65,2,3
uJExju1UyJbOBPuz,M^r Joseph Belgrave on the windward and leeward downing on the leeward,70,3,4
uqN7JeJrr9aM3pI8,the same to bee recovered against them or any,45,0,0
SGCXZg4aa9O0AAIM,to whom they gave chose heires supposed to be a portages from,61,2,4
Pn4INYNPCSw4ZYPz,of London merchant and Henery Williamson .citttizen and Draper of London send,77,4,3
5L3bEhqeyOYoRSoZ,also three sowes one bore with other necessaryes To have and to hold unto the said,82,4,2
G2uCGWo7RFvAQZJe,man named Antonio w^ch is betwixt W^m Jones & the said,54,1,1
tcozMdant8nXiWqs,-firmed and by theis psents doth freely cleer;y and absolutely give grant bargaine and sell,91,4,0
icFv4Q6icqzY5L6d,"his heyres and assignes, That I the said Thomas: Reade",54,1,3
niiVoLq5ygigkTJL,as aforesd either by himselfe or some other able pson or psons,62,2,4
MrDIddE0O11KlVrW,"Giue , grant , Release , and Confirme, unto y^e Saide Richard",61,2,2
6O6a1V20YYH5oVmx,Directly and peaceably to enjoye the same without the lett suite trouble,72,3,3
ICzejSWKCAFyjh8O,by the said recited deed or writeing whereunto,46,0,0
Ev7vcuBkqs10IfIV,Deputy Secretary haveing heard did protest,42,0,3
sr3yFfVECVy7kLZz,Pembrooke and my heires shall and will unto the said Coll. Thomas,65,2,2
xLZXpQJXY7LBCzRp,whatsoever that now can or hereafter claime or that shall,57,1,1
sMnHngJrTM84Z3Qe,enemye onelye excepted) And for the true pformance of all and singuler the,74,4,0
UpNwJuTRuJuklLQt,unto my said attorney my full and whole power and authority deale,65,2,4
HuVNG1r8qr4cJJQK,This Indenture witnesseth that I Edward Harrison,48,0,0
A2cUe9f6WNWGFW9u,hundred acres of land fallen & unfalllen be it more or lesse & alsoe,68,3,0
GP88oBquqOJCxWNC,in the Island of Barbados Gent. of the one part,47,0,2
HggUoIymmHQpKO8l,administrs or assignes for ever free and cleere and freely & cleerly accquitted &,81,4,1
9OjtR469Y3UPx98a,sd John Dyer for good & valuable consideracons me hereunto moveing also for & in -,82,4,2
FDsTfQViFsyMlYeg,said Alec Hur dis in the some of two thousand pounds ster : for the,67,3,3
sWbo2UvvpnId66Qp,unto the seaside & for better securitye I doe bind myself my heires exec^rs,75,4,0
6l9h1ovTqYyNTSkj,"Sealed and dd in the prsence of, John Wilkes -",46,0,3
iPWmH2tQy1KNdWRR,these pties in maner either the other w^ch together the,55,1,0
AtYZFxDSYcvf1W8j,This Indenture made the seaven and twentieth day of January A^o Dom 1640 Betweene,81,4,3
Ypp3CcdYrULfU3QF,in pish of Michaell buying and adjoyning,40,0,3
I7fDan256kRgfMka,as under his hand may and shall appeare To have and to hould all and,68,3,0
m451q8QlFktCZDgh,of May In the Six and twentyeth yeare of the reigne,51,1,2
5HguAFu2sh0nYvrO,"accons, Suite, or Suites, Debts, Judgets , Quare",48,0,1
c6UBKLZPmMMqvec8,tree upon y^e same Standinge lyeinge groweinge or beinge,56,1,1
NOTlft16xFsTsujd,Capt: James Drax south west upon John Downells north,52,1,4
pU1TO7gDyVvpMEcu,together with all penaltyes forfitures Cost charges damages sum & sume,70,3,0
suaYMkQOGZz4au9k,said John Broadhead & Thomas Smith doe bind us our heires Exec^rs,65,2,4
GBJ0CywolBMaKF2U,thereunto belonginge or in anie wyse apperteyneinge unto the said Nicholas Dyes,79,4,2
HPvWOlCY08BG2lbK,To all xpian People to whome this p^rsent wr,44,0,0
lZWmq53ACO6Ng3Ok,boare that is thereon the said plantacon being in the whole tenne acres and,75,4,1
gEiPmQy7GxcqUVYQ,Expressed To y^e use Intent and purpose first unto my,53,1,3
marjZ0np0oSHHOWp,"Swine, (for divers good causes and Consideracons mee there",58,1,2
GgFMoSscz2vQkSEZ,ejecon disturbance trouble or deniall of us ye aforesd John Broadhead,69,3,1
or6st8qiMM8czErQ,madeor or committed by us the above named Henry Weston and Edward,65,2,3
spdp09SWkxcVWkFq,Island to mee in hand by Samuell fford and James Cole of the Island,67,3,4
RgWKQPGfBVlx8sMM,appeared before mee this 20th of October 1674 and,49,0,0
lBYF2immMMaRZF2z,ministrators doe covenant promise grant and agree,49,0,0
vevgJRysqU2Q96M3,after his arrivall in London or his assignes the the prsent obligacon to be void & of none,90,4,1
x9hcmQJIaiFnaqjF,or persons whatsoever that shall lay or pretend to lay any clayme,65,2,4
MZC9yfhWyyiXUIzB,hereof as wittness my hand and seale this seaventh,50,0,0
gK3m6hYNjlUK8rfX,thereupon He the sd Robt Bridges his heires adm^rs. or ass To have &,68,3,0
PjXTk9GHUMPH7XvC,Intestinonium premissorum ego vots prenominatus pris Intrumentum signo meo,74,4,2
lR7Lj8nHox79kjnD,haveing heard did protest even as by these p^rsent,50,0,0
PyFjlhbZ0qu37TXr,to his owne pper use and behoofe all and every the servants wares,65,2,0
Vs0ckUinRP7TW9sQ,them into the round house of the said with armed guards our,59,2,3
JY5Qoovx8wzpGxLJ,This Plott Represents the for ye of part of I Ground,52,1,4
yaTnnrWTZYeKgZ3I,Capt Phillip Bell his heires exers admistrs and assignes and to and with every of them,86,4,2
n6FAWJhxeWgGXXuA,and I the sd Tho Ware doe and will hereby rectify & comfirme the said eight,75,4,0
v8eBVF8dtvcTvUN0,warrantlye that hee and his assignes shall and will peaceab,59,2,4
C3zJah0kAMBkv9c2,acceteyne bargaine and sale thereof for one whole yeare to him made,67,3,4
Fbs5fvY9uFI8OgpO,as Well for him Selfe and Company as allsoe in the behalfe,58,1,4
uF4YSfZPWrtz8Q9M,wth the appurtenances & evy pte & pcell thereof to them the,59,2,3
lU7fYkVs4saVSlLm,"Sign Tho Gamber, Rich: Jones, mrk: X Hen Collingwood",52,1,2
gzmjFOb9mPrKhqg3,for and as his voluntary act and Deed Hen: s,44,0,2
uXYxL1xIkFDVdSAL,Lands of the Said Moore Deceased : Together with,48,0,1
6bPvYAA2TKY8oFvt,as well of ye said Saigt Major Wm Hilliard as himselfe And,58,1,4
27HMZThz0UJ3pgEg,Foure yeares until notice shall be given him by the said Tho:,61,2,4
UW3knVk6bn3B8yHB,ecutors adminis trators and Assignes for ever ye said,53,1,3
GBuYg6OqB1AZdYYg,This day being the 3^d. of August. 167,38,0,1
XMFgTIY72Kkq9gMu,well and truly paid whereof I ye sd Charles Ambler do hereby acknowledge ye,75,4,4
bfU4V6lm5iKV7OBe,with ye sd Tho : Wager his heires Exec^rs Adm^rs & assigne & evy,64,2,0
ybHdxwIi0RiAjWm7,"him there unto moveing, but more Especially, for and in-",56,1,3
uG4NCGRkTtiVx2Ax,"Lawfully claiming or pretending, any right title or",51,1,1
gzpmWl4xo2Y84pTB,"as aforesaid peaceably and quietly, without an",46,0,3
zqaHoco80CpzaBd9,To all Xpian people to whome theis prsents shall come Henry Weston an,69,3,4
k1X72nCGxSWCDgR4,without the Lett suite trouble eviction molest,46,0,4
dvKdrhhDQ1KO2REC,"and all others therein Concerned for all Costs, Damages",55,1,1
yMWM7gusTJl08Ead,"charged and Exenorated, from all Maner of former gifts grants,",62,2,2
zWyNM0OW9CG4qkc7,Especially for and in Consideracon that Thomas Williams of the Said parrish,75,4,4
iAVVihsqum6EgvPc,"presents, I doe Solemnly protest against the",44,0,0
YiHQMLogzaI2Duj0,one thousand six hundred sixty and seaven and in the twentieth year of this,75,4,3
2qdcNpQUUHa33I7U,"the yeares rent which hee the said Lewis is then to pay, and the said John Lewis",80,4,4
j5pSJnzITPaBdYf3,tors and Assignes all that his plantation or plantations,56,1,1
cQKL6J1nK2FzODpH,ye third part of ye moyetie of a plantacon wch I lately,55,1,3
CkVloXN4ZVhEWyeN,And Interest of in or to the premisses or any,45,0,3
o7KX7MePvy6TVVUy,fullfill and accomplish all and every lawfull act and acts thing and things,75,4,1
8lGd2LO84KMYDbiq,"Richard Barrett in this said Capacity, or the said Richard Aley his Ex.^rs. adm.rs or assig",91,4,1
R6Fry5gVhVpU1KMW,tions us hereunto moveing have given granted bargained,54,1,2
FHXdHOGWUA6TTWBW,of lawfull money of England if the same be lawfully,51,1,1
sX9K8N4FRDKfTEJO,England Scotland ffrance and Ireland King Defender of the faith.,64,2,4
dyV6PZfMsMKXLhm6,doe Assigne and sett over unto Francis Wood of the,50,0,0
jXIRLu3aNdTWwLhX,pcell thereof I the abovenamed Thomas Whitehead of the aforesaid Island,71,3,3
A7BZNIbYOlXDBR4t,"and Singular the houses, Ediffices, buildings, And all othe",59,2,4
uzxpvkZrPpEXDWU8,"y.^e prebargained premises, and also ^all Estate right Tytle Interest, Use",74,4,3
pk57nExaGWnNFphD,Rich:^d Drury his Execut:rs Administ:^rs or Assignes all,56,1,2
NIVZ19ou1tg6UfOz,there with fully satisfied and contented and there of and of every part,71,3,2
C2rgepkuUE8ULE88,& priviledges belonging unto the same or any pte thereof & the sd Jon :,71,3,1
kKpK12yR5IvyWViY,other pson or psons clayninge any right title or interest to ye same or any pte thereof,87,4,3
h1oa0yGP99A3lqcY,Damages and preducies which hath shall or may accrew or arise,61,2,2
FDwWTjwT3PDjoe0y,ample maner as the said Elinor Northy doth now hould,52,1,0
eJDgcNQzOHuBtivW,& lawful authority to demise lease and to forme let the afore,61,2,3
MCanhcJdHnqJUaNI,made among themselves as aforemenconed and are troublesome,58,1,4
p43kr4OIsQ6eSUU5,at and before the ensealing & delivery hereof by the said William Sisten the,76,4,2
xAcjpX3hdUBtXcCX,Michaells within the Island aforesaid ( Executors to the Last Will,66,3,1
pcV8GSjK9kOqOJiG,lawfully claymeing or prtending any right title to any,54,1,2
xXrBXDDjcweCgbDn,administrators shall well and truly pay or cause to be paid unto,64,2,0
jXENNwW0up5VdlrP,or some other shipe or shipes w^th shall come from the Barbados to,66,3,2
nM9nz3Q6iEygDA60,Sealed signed and delivered in presence of,42,0,3
7C2xfIU1mdryRMMc,28^th Martii To all Xpian people to whome theis prsents shall come greetinge Wee Morgan,87,4,4
8kVoRTYvFhuU1ZxJ,accompts bound for this Island and in her voyage being in the latitude,70,3,0
z6PLTV0idHlI4oZi,that wee George Blacklock and Robert Taylor of the Island of Barbados,69,3,1
r1dHVHXv3h85PPBo,Sixth day of July In the yeare One thousand,43,0,0
Jz4fqVSNJsjxc2DN,"things , devises assureunces and convegences in the law bee it by fine comon",76,4,1
36AzkhiIAEVey953,cotton for the w^ch somme I the aforesaid Capt Alleyn doth confesse my selfe,76,4,3
HuvFXfZYDtMQcZxH,executors administrators and Assignes shall peaceably,53,1,0
jyTYOjVyuxgfa8tC,his heires exers or assignes To have and to hould forever without lett or hinderance or,87,4,2
tFI91ZC9bcvdvYUc,and admistrs Together with ye storehouse where I now live to pay or cause to be,79,4,4
oFBwvqCzeCiCwE8o,"Mary, her heires & Assignes, ags:^t all & Every person & persons Shall & Will Warrant & for",91,4,1
ZVVPaZ7nTQKMwiXS,Cotton wool to maintayne and make good to the abovemenconed prmisses,68,3,1
gEkVz95jGXap8nS4,"Every and either of them, Have given granted bargained Sold aliened",67,3,1
W8tTDPj2Gg6io6xy,my heirs exers or assignes in case I the said Thomas Madox or anne of them,74,4,1
wWv8kWjsUWkScxMY,which s:^d plantation is bounded upon the Lands,47,0,3
zHBNAMcc7fMk4nmf,thousand nine hundred thirty & one pounds of Muscovado,54,1,1
KDplmTJgwsvviD98,a said Michaell Hall for my himself his heir,44,0,3
au6o6wuP8GHi2n6q,doe : fully and absolutely grante bargaine Sell Enffeofe and,60,2,2
Ru61iksVggsYjbzA,Ass: for ever free & cleer of & from all maner of Incubrances,61,2,3
MaZREv0u3fv1rSvi,peacably to have hold & enjoy all & singular ye prmisses above,62,2,0
eHXjJq4nNKXCtHYy,and Successors on twenty Nineth day of September yea,52,1,2
3sGK90HG66bXoUgx,in the penall some of six thousand pounds of good cleare cotton woole,69,3,1
1YHqj2lEn3zV1iDU,Richard Noke deputy Secretary of the said Island and sole Notary,64,2,4
IuScGN56J64MF0Fq,for and in consideration of the sume of one hundred pounds,58,1,2
snMtxO2mPr5MFnid,Lord God everlasting Know yee that I the said Lucie,51,1,0
33o5fNcUPwCDiarW,and north upon the plantacon of M^r Jon Johnson and east upon the,65,2,3
GEitygznamZYXspH,& Elizabeth Haynes of ye sd Island widdowe wch we ye sd,55,1,4
cSKdrih2DDAkWvo4,Capt Thomas Searle his heires and assignes to save and keepe harmlesse the said,79,4,4
Aoii3sHP85gvuq83,any other pson or pson wtoever w^ch shall or may lawfully clayme any,68,3,2
frwEdBu7SI5SBXGB,and take the wants issues and profitts thereof,46,0,1
3YWtT2uTcrAfF4px,therein or in any pte or pcell thereof w^th th'appertenances by from or under me,80,4,0
jL5kxXQ8QIQl34kH,mchantable tobaccoe to pforme the pmisses above Specified,57,1,3
XJgJexw5nQLlxSGI,bargaine sell alienate enfeoffe and Confirmd ; unto the,55,1,0
L7eton0ziLMKq4yO,Entred this lasting Know yea that I the sayd Henry Fee for divers,65,2,3
cAiIWPKQlkmHqnx2,"my Meanes, Actt, Consent, or prcurement Dis",43,0,3
gN8qJ5Nzi68K80XI,the said Solomon Deleon the drawer of the said Bill of Exchange,63,2,4
blV7vY7AZQ3VZprk,& made oath upon the Holy Evangelists that they,47,0,0
Pf0K2YKuhDew13k9,heires executrs admistrs and assignes for and in respect of any dues,68,3,3
8B5kpbZ9mMTeeXgr,same Island Gent: the whole and just summe of twelve hundred weight of,70,3,2
kjguwKWzp6RCsnKR,my heires executors and administrators for ever and,51,1,3
g6gHjpmNHq0wrYzf,Imprimis it is concluded and agreed by and betweene the parties abovesaid that the said,87,4,2
4nV8tOw4dkMuGzCW,bargained premisses . In witness whereof I the said Francis,59,2,3
2zLG0JZJsSYnNmWX,Articles of agreement indented concluded covenanted and made the,64,2,0
iEnCexRHzLJHXz3q,pounds of neet cleare cotton woole to be payed at two severall payments as by,77,4,3
tDuwGdmcNOag7zH7,bargaine and sell unto the said William Gibbs his heires and,60,2,3
l0EQAaTZFsQRhtBq,assigne Set over and to farm Letten and by these presents doth,62,2,2
RkqQpvdPL1FKgT7o,and Lands doth Lye( Being all first Severally Sworen,52,1,4
XysIsriRDpLJouUW,the said John Hutton his heires Ex^rs. and adm^.rs and every of them by these,77,4,3
JEC02trNKktyHCQf,To ye Marshall of ye Count or his lawful deputy,47,0,3
cJTod8TqqbR222wI,planters all that the plantacon where the said Comme Nelane and Patricke,72,3,4
y4uO6CZklta5lQKO,bargaine and sell unto the said Thomas Applewhaites pasturage and feedinge,74,4,4
mTy0VKTmfc442vCf,these present Indenture Interchangeably have,44,0,4
UMRld2RXExpS7y4S,Sett my hand and seale this five and twentieth ^day of January 1641,67,3,0
nUeUuYElF05SSK06,accordinge to the tenor of two bills obligatory bearinge date together with these,81,4,2
jupdOYr3i2G9L4Fn,To all xpain people to whome these psents shall come I Levet Richard Fawcett,76,4,1
N26CjmzZhd1IdK4j,granted bargained and sold and doe by theis presents for me my,62,2,2
KV7WbJTGDxYrGaj3,interest of one by name given to serve for the full time,56,1,1
glE5NMc4YIGWhfEQ,Ye 18^th 1663 Abigail my wife both of the Island abovesd: for divers good causes,80,4,3
tXVhMBUinsQlhNjT,the East Indian Walke before Luinsett according to dues condicons,65,2,2
gOw35akAEvvP5gl6,part of the said shippe ye Johns Adventure and of her tacke apparell and,72,3,4
m2vJ0ZU473onTHCG,ly and Clearely acquitted and Exonorated or otherwis,52,1,3
MkcRThMSNfI1U0SO,five thousand six hundred pounds of sound merchantable tobaccoe,63,2,2
UpkDyr7OSJoRu1XX,A Schedule of all the houseings premises and utensils what-,59,2,2
XYpz5ZAUieKxmA9I,Price of the same Island gent I the said Wallis doe hereby for me,65,2,4
qpbdzpSeKg3c0B2K,Authority to grant bargaine and give the above given,52,1,1
JnzsFi3ktxuXG6Vg,divers other good & valluable Consideracons Hath given granted,62,2,3
Q7pgXKzl396CvzSt,at rhe End of euery Six moneths from and after the ^said ffirst,63,2,1
gO6QA6eQGbLZG0Wb,This day Appeared before me George Murray And made,50,0,2
yMH37QycMgL1YP9g,March in the year our Lord God one thousand six hundred sixty and eight,71,3,0
bO9QgncZi5axXAKI,the said Mary for herself her heirs Executors and administrators covenant,73,3,4
0Bdi1BTACzPv0kD3,of one hundred and thirty thousand pounds of good dry well cured,64,2,2
ZIgj7KPYIHPy2PYW,Concerned for all wrongs injuries preducies losses Damages and,62,2,0
